Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Meghalaya,1987-11-01,17.2,86,21.9,0.6,Foggy
Uttarakhand,2022-08-01,20.1,96,286.0,12.5,Stormy
Assam,2019-07-01,13.4,94,146.9,1.8,Foggy
Meghalaya,2006-06-01,18.4,60,101.6,3.5,Sunny
Sikkim,1989-05-01,12.8,22,236.5,10.2,Foggy
Rajasthan,2016-09-01,38.7,85,198.7,1.1,Stormy
Himachal Pradesh,2024-12-01,29.4,39,247.4,12.3,Sunny
Tamil Nadu,2009-12-01,16.3,61,6.2,11.0,Stormy
Madhya Pradesh,1994-08-01,29.8,78,200.5,0.4,Sunny
Meghalaya,2005-05-01,13.9,35,67.9,13.9,Foggy
Kerala,2006-09-01,15.9,64,239.4,14.1,Foggy
Andhra Pradesh,1990-07-01,27.8,32,232.5,4.5,Sunny
Punjab,2010-03-01,36.2,31,183.8,12.9,Cloudy
Bihar,2010-01-01,27.6,91,159.2,1.5,Rainy
Sikkim,2017-12-01,29.5,63,107.0,5.3,Sunny
Goa,1995-06-01,27.7,66,180.6,12.1,Foggy
Arunachal Pradesh,2001-09-01,27.4,75,214.9,6.9,Sunny
Tamil Nadu,1993-03-01,22.0,34,201.1,3.0,Stormy
Madhya Pradesh,2012-11-01,22.8,69,255.6,0.4,Cloudy
Manipur,2008-02-01,14.6,88,95.5,10.7,Sunny
Jharkhand,1999-02-01,25.3,63,227.3,3.5,Sunny
Karnataka,2020-03-01,17.4,64,53.8,10.5,Stormy
Odisha,2022-11-01,34.7,54,28.6,5.3,Stormy
Maharashtra,2003-05-01,13.6,100,174.0,6.9,Sunny
Goa,2013-06-01,15.3,34,195.6,7.9,Rainy
Haryana,2000-06-01,35.5,58,33.6,9.6,Foggy
Bihar,1988-09-01,35.0,44,133.8,2.5,Foggy
Tamil Nadu,2005-06-01,11.8,85,189.0,6.1,Sunny
Uttarakhand,1990-11-01,22.2,35,169.0,7.0,Stormy
Punjab,2019-08-01,19.8,39,51.1,14.3,Rainy
Bihar,2003-07-01,10.3,20,176.5,1.9,Stormy
West Bengal,2001-12-01,30.4,77,259.3,7.0,Rainy
Uttarakhand,2010-11-01,13.7,29,187.0,6.9,Rainy
Assam,2023-11-01,26.3,43,127.3,12.6,Foggy
Sikkim,2022-02-01,33.4,40,197.6,10.1,Stormy
Nagaland,2011-06-01,17.7,60,120.3,6.9,Foggy
Arunachal Pradesh,2017-12-01,29.9,37,210.9,4.8,Rainy
Jharkhand,2024-03-01,17.9,57,96.4,0.5,Cloudy
Mizoram,2001-07-01,38.6,68,105.0,6.6,Rainy
Haryana,2012-04-01,23.2,93,191.8,8.7,Rainy
Nagaland,2009-12-01,21.3,29,261.2,3.3,Sunny
Kerala,2019-08-01,29.4,91,84.4,9.1,Foggy
Meghalaya,1994-05-01,39.4,63,237.9,4.8,Stormy
Sikkim,1997-01-01,29.9,25,37.5,5.4,Sunny
Tripura,2009-03-01,23.6,45,30.2,1.7,Sunny
Chhattisgarh,2003-06-01,13.1,81,250.3,14.3,Foggy
Meghalaya,2013-07-01,16.4,22,6.9,12.6,Cloudy
Tamil Nadu,1999-11-01,38.6,37,67.8,2.2,Stormy
Karnataka,2000-03-01,37.5,98,77.2,0.7,Stormy
Goa,1998-04-01,25.5,27,163.0,13.2,Foggy
Uttar Pradesh,2002-09-01,35.4,27,249.5,4.2,Cloudy
Rajasthan,2011-05-01,31.7,52,166.5,2.0,Cloudy
Maharashtra,1990-07-01,36.8,56,46.4,6.7,Foggy
Assam,2006-02-01,13.6,51,120.8,14.5,Foggy
Nagaland,1988-08-01,10.9,46,84.9,1.8,Rainy
Goa,2008-11-01,37.4,92,107.3,12.2,Cloudy
Jharkhand,1988-05-01,17.5,87,148.8,6.8,Sunny
Arunachal Pradesh,2001-06-01,12.6,71,66.9,6.6,Sunny
Telangana,2012-11-01,26.7,81,61.0,11.2,Cloudy
Maharashtra,2006-09-01,26.6,39,150.1,2.6,Stormy
Jharkhand,2021-04-01,19.9,96,215.2,4.6,Rainy
Andhra Pradesh,2017-08-01,23.7,50,69.4,11.7,Foggy
West Bengal,2015-06-01,33.8,100,82.5,1.3,Sunny
Haryana,1985-11-01,29.6,57,235.8,10.8,Stormy
Jharkhand,2022-09-01,36.4,21,54.4,3.7,Foggy
Mizoram,2009-07-01,33.1,68,152.5,1.5,Stormy
Odisha,2010-12-01,19.7,35,231.1,13.0,Foggy
Assam,1997-10-01,28.9,74,128.5,9.2,Rainy
Odisha,2012-03-01,11.2,99,5.4,6.4,Cloudy
Sikkim,2016-02-01,39.3,22,37.6,13.2,Foggy
Rajasthan,2010-04-01,16.8,49,163.8,10.1,Rainy
Haryana,2019-04-01,22.4,27,215.9,11.0,Foggy
Madhya Pradesh,2018-05-01,15.3,80,247.4,9.0,Foggy
Telangana,2021-02-01,35.9,25,104.7,5.9,Sunny
Odisha,2017-09-01,24.2,54,246.7,5.7,Sunny
Maharashtra,2003-11-01,18.7,79,8.7,13.7,Stormy
Uttarakhand,1992-05-01,21.0,54,190.1,12.5,Foggy
Jharkhand,2007-03-01,34.0,68,268.7,14.4,Sunny
Gujarat,2016-09-01,31.1,47,51.3,7.3,Foggy
West Bengal,2017-08-01,13.3,50,105.6,14.3,Sunny
Sikkim,1997-09-01,10.3,76,86.0,8.0,Rainy
Jharkhand,1990-03-01,38.3,63,146.3,1.3,Foggy
Bihar,1995-08-01,37.9,39,289.3,11.8,Stormy
Madhya Pradesh,1987-08-01,33.3,89,22.1,5.9,Foggy
Tamil Nadu,2016-11-01,22.3,40,67.1,8.3,Cloudy
Uttar Pradesh,2006-02-01,15.4,83,131.2,2.7,Foggy
Assam,1998-01-01,23.8,95,10.1,6.1,Sunny
Goa,1989-12-01,16.4,74,172.4,5.6,Stormy
Tamil Nadu,2016-06-01,39.5,86,292.4,12.1,Stormy
Goa,1985-08-01,27.8,50,151.1,7.3,Cloudy
Rajasthan,2012-11-01,17.8,44,213.1,13.9,Rainy
Arunachal Pradesh,2006-09-01,15.0,51,104.7,12.1,Sunny
Nagaland,2000-05-01,28.6,81,180.2,6.5,Foggy
Meghalaya,2006-02-01,13.6,99,261.5,7.8,Cloudy
Assam,1991-07-01,33.6,68,206.2,4.2,Foggy
Arunachal Pradesh,2018-11-01,30.2,43,155.7,7.8,Foggy
Punjab,2009-12-01,33.3,46,155.9,1.6,Foggy
Chhattisgarh,2018-12-01,21.9,27,293.8,3.4,Foggy
Goa,1985-09-01,22.6,59,256.7,12.8,Rainy
Andhra Pradesh,2009-06-01,14.8,76,46.4,7.1,Rainy
Haryana,1998-10-01,19.1,40,208.2,1.5,Foggy
Bihar,2001-03-01,20.3,63,157.8,8.6,Cloudy
Maharashtra,1997-02-01,31.4,96,11.4,3.8,Stormy
Rajasthan,1992-12-01,25.2,79,31.7,14.7,Sunny
Kerala,1998-05-01,33.8,84,174.9,6.6,Sunny
Andhra Pradesh,1985-10-01,24.0,75,18.3,14.8,Rainy
Punjab,2024-12-01,35.2,71,65.5,10.6,Foggy
Himachal Pradesh,2016-03-01,21.9,53,134.6,10.7,Foggy
Mizoram,1996-12-01,15.1,75,132.6,3.4,Rainy
Telangana,1991-08-01,27.0,77,130.5,3.1,Stormy
Odisha,1989-05-01,25.8,54,292.5,6.3,Foggy
Haryana,1990-04-01,21.7,64,50.6,6.3,Cloudy
West Bengal,2014-09-01,31.7,49,253.3,13.1,Stormy
Mizoram,2022-02-01,30.3,36,210.4,8.8,Sunny
Telangana,2017-06-01,33.9,60,281.2,0.8,Stormy
Rajasthan,2000-06-01,34.7,33,269.8,8.6,Foggy
Goa,1986-05-01,30.0,79,247.8,15.0,Foggy
Kerala,1992-05-01,26.9,73,115.3,2.3,Foggy
Uttar Pradesh,2023-10-01,23.7,85,235.1,14.4,Rainy
Chhattisgarh,2013-01-01,13.0,33,295.1,10.4,Foggy
Gujarat,1985-05-01,14.3,64,123.1,15.0,Rainy
Punjab,1988-02-01,11.1,39,57.2,3.9,Foggy
Punjab,1987-01-01,38.5,100,19.1,12.8,Cloudy
Haryana,2009-09-01,30.0,96,179.3,11.6,Stormy
Madhya Pradesh,2023-04-01,28.8,92,75.8,8.4,Stormy
Sikkim,2006-12-01,39.5,61,273.3,3.7,Sunny
Bihar,1995-04-01,16.5,43,50.3,2.4,Foggy
Sikkim,2021-07-01,19.9,22,65.0,0.0,Cloudy
Sikkim,1998-10-01,20.6,96,70.0,5.8,Rainy
Odisha,1995-08-01,38.9,87,192.0,10.9,Rainy
Chhattisgarh,2019-12-01,23.2,34,266.3,4.3,Cloudy
Manipur,1986-05-01,35.7,90,282.5,13.4,Foggy
Uttar Pradesh,2024-03-01,27.4,59,232.1,5.9,Sunny
Chhattisgarh,2016-02-01,32.0,69,260.9,5.1,Rainy
Meghalaya,1994-02-01,37.1,62,61.0,12.6,Cloudy
Rajasthan,2012-05-01,10.7,21,110.8,6.5,Sunny
Jharkhand,2014-11-01,22.6,60,103.8,11.5,Sunny
Sikkim,2000-02-01,24.5,85,125.3,9.8,Foggy
Kerala,2016-11-01,39.5,62,99.9,8.7,Rainy
Gujarat,2018-08-01,24.9,36,75.5,5.3,Foggy
Sikkim,2001-11-01,39.2,73,130.9,7.4,Stormy
Gujarat,2019-10-01,36.0,83,153.1,4.6,Foggy
Assam,1986-01-01,10.1,47,162.3,5.4,Sunny
Mizoram,2023-02-01,20.8,65,136.6,2.9,Cloudy
Uttarakhand,2014-04-01,17.7,68,205.6,9.7,Stormy
Manipur,2010-07-01,37.8,50,249.3,6.5,Stormy
Odisha,2020-09-01,35.0,29,69.3,12.4,Foggy
Odisha,1987-06-01,21.5,34,213.2,4.4,Stormy
Meghalaya,1993-05-01,26.4,54,94.0,11.4,Foggy
Odisha,2019-08-01,39.4,99,18.4,4.3,Cloudy
Arunachal Pradesh,1990-03-01,39.4,77,253.0,13.7,Stormy
Manipur,2005-07-01,27.6,100,22.6,7.2,Rainy
Jharkhand,2011-09-01,22.3,42,147.8,1.9,Stormy
Nagaland,2016-10-01,10.5,56,289.0,14.0,Rainy
Chhattisgarh,2002-04-01,33.5,100,36.3,1.7,Stormy
Himachal Pradesh,2019-08-01,36.3,62,268.4,6.1,Rainy
Manipur,2006-02-01,14.7,67,232.3,12.7,Stormy
Odisha,2008-07-01,13.1,56,183.6,12.7,Stormy
Punjab,2002-11-01,32.1,28,132.9,3.7,Stormy
Assam,1985-12-01,29.8,88,102.9,5.4,Foggy
Haryana,2015-01-01,39.7,99,195.4,12.8,Sunny
Karnataka,2010-05-01,27.3,55,28.5,8.7,Stormy
Nagaland,1985-10-01,28.6,71,13.9,8.9,Foggy
Tripura,2022-02-01,10.9,82,128.0,4.6,Stormy
Arunachal Pradesh,1988-05-01,36.7,56,108.1,7.4,Cloudy
Chhattisgarh,2000-11-01,23.8,99,42.3,9.3,Cloudy
West Bengal,2023-03-01,26.0,73,212.0,0.7,Cloudy
Punjab,1989-10-01,39.8,67,29.3,14.6,Sunny
Bihar,2019-03-01,10.1,41,137.1,0.9,Stormy
Rajasthan,2020-03-01,32.4,97,132.0,12.4,Stormy
Punjab,2001-10-01,31.6,34,43.1,2.0,Rainy
Assam,2001-04-01,24.3,56,49.8,2.6,Stormy
Haryana,1987-02-01,40.0,43,123.0,11.0,Sunny
Meghalaya,1988-03-01,11.7,55,276.8,11.7,Foggy
Mizoram,2002-07-01,39.2,49,170.2,5.0,Sunny
Odisha,1985-01-01,17.3,86,62.3,8.0,Rainy
Sikkim,2019-02-01,36.6,89,271.6,6.3,Sunny
Odisha,1986-08-01,12.8,79,262.6,1.5,Sunny
Meghalaya,2016-04-01,18.1,57,206.8,4.8,Cloudy
Uttarakhand,1995-12-01,19.3,67,48.2,8.6,Rainy
Uttar Pradesh,2013-08-01,20.9,20,284.5,12.4,Cloudy
Goa,1998-11-01,13.5,44,42.2,1.1,Foggy
Tamil Nadu,2008-05-01,37.5,99,178.0,6.9,Stormy
Goa,2023-04-01,31.9,22,269.6,4.9,Rainy
Mizoram,2005-04-01,30.3,90,240.1,2.0,Sunny
Maharashtra,2018-05-01,34.7,49,134.2,1.7,Cloudy
Maharashtra,1994-11-01,26.3,20,52.6,5.3,Cloudy
Chhattisgarh,2006-09-01,29.8,41,162.2,10.9,Stormy
West Bengal,2001-09-01,31.0,95,293.1,7.1,Sunny
Andhra Pradesh,1998-12-01,16.2,32,275.2,14.7,Rainy
Manipur,2003-08-01,22.7,73,178.2,0.6,Sunny
West Bengal,1986-12-01,21.1,31,243.1,14.7,Cloudy
Andhra Pradesh,2021-10-01,37.7,39,145.0,8.9,Rainy
Goa,2018-10-01,18.9,39,37.7,2.5,Stormy
Mizoram,2008-01-01,22.4,99,149.9,7.5,Cloudy
Himachal Pradesh,2010-04-01,27.6,25,175.8,5.5,Cloudy
Odisha,1985-07-01,18.8,66,266.5,10.5,Cloudy
Arunachal Pradesh,1994-02-01,27.2,27,126.0,14.1,Rainy
Kerala,2010-06-01,17.5,80,121.8,6.8,Sunny
Nagaland,2009-09-01,22.7,93,91.3,15.0,Sunny
Kerala,2015-02-01,14.9,46,233.2,7.4,Stormy
Punjab,2000-05-01,23.0,25,173.0,4.0,Sunny
Gujarat,2002-10-01,32.4,42,273.7,12.8,Stormy
Gujarat,1997-05-01,15.5,92,193.6,7.1,Rainy
Bihar,1993-08-01,14.5,71,124.2,11.0,Stormy
Haryana,2012-03-01,26.7,85,289.2,12.7,Rainy
Tripura,2000-05-01,31.4,99,232.3,13.6,Rainy
Rajasthan,2001-11-01,20.4,91,11.8,13.1,Cloudy
Maharashtra,2001-09-01,13.8,46,121.6,9.6,Stormy
Himachal Pradesh,1992-03-01,28.9,39,163.8,13.8,Rainy
Sikkim,2014-02-01,17.4,44,193.9,11.6,Sunny
Tamil Nadu,2023-05-01,31.5,72,167.4,11.1,Stormy
Uttar Pradesh,2002-06-01,37.3,57,152.4,4.5,Foggy
Goa,2011-12-01,14.6,94,117.0,2.8,Rainy
Mizoram,1985-02-01,23.6,21,96.4,1.7,Rainy
Andhra Pradesh,1994-03-01,21.9,82,185.9,6.8,Rainy
Madhya Pradesh,2003-07-01,33.5,84,292.4,9.8,Foggy
Punjab,2023-06-01,29.7,85,67.4,4.5,Foggy
Haryana,1990-07-01,27.8,35,258.1,0.1,Sunny
Nagaland,1998-12-01,23.3,44,0.6,6.0,Sunny
Uttarakhand,2024-01-01,38.0,37,73.6,2.0,Foggy
Nagaland,2006-04-01,31.3,21,126.7,8.3,Rainy
Assam,2024-09-01,35.5,98,286.7,14.1,Foggy
Sikkim,1994-06-01,16.3,52,177.9,6.5,Stormy
Andhra Pradesh,2023-11-01,25.6,22,287.6,7.5,Stormy
Maharashtra,2002-01-01,23.9,35,21.3,9.6,Foggy
Tripura,1994-10-01,13.4,93,237.4,6.2,Foggy
Meghalaya,2023-02-01,18.0,73,285.7,6.8,Sunny
Jharkhand,2021-11-01,21.5,30,180.3,3.6,Sunny
Sikkim,1988-11-01,27.5,40,221.2,1.3,Rainy
Himachal Pradesh,2024-04-01,29.8,66,240.2,1.8,Cloudy
Telangana,2022-03-01,22.3,60,130.4,12.7,Sunny
Andhra Pradesh,2018-10-01,25.0,32,12.9,0.2,Rainy
Uttarakhand,1996-04-01,15.6,26,165.4,12.3,Stormy
Meghalaya,2015-01-01,29.9,26,296.4,3.0,Rainy
Jharkhand,1991-06-01,18.9,93,147.1,14.2,Rainy
Sikkim,2014-04-01,16.6,91,269.5,4.7,Sunny
Gujarat,2016-08-01,11.7,62,124.1,14.8,Sunny
Manipur,2016-07-01,15.6,80,230.9,2.8,Sunny
Sikkim,1988-06-01,21.5,57,146.5,8.5,Sunny
Haryana,2018-10-01,32.9,24,248.5,3.7,Rainy
Telangana,2022-09-01,26.6,67,244.2,11.3,Stormy
Chhattisgarh,2004-03-01,20.6,93,144.9,6.2,Stormy
Arunachal Pradesh,2002-12-01,31.7,91,70.3,11.2,Rainy
Uttarakhand,2015-12-01,34.2,26,290.7,14.7,Stormy
Karnataka,1989-06-01,31.0,63,28.9,14.4,Stormy
Kerala,1992-03-01,35.5,76,64.8,1.9,Sunny
Himachal Pradesh,2024-09-01,24.3,22,19.8,12.5,Cloudy
Meghalaya,2000-06-01,30.9,45,231.7,10.0,Stormy
Maharashtra,2013-06-01,13.2,21,294.3,10.4,Rainy
Telangana,2010-08-01,21.3,87,257.3,6.6,Rainy
Haryana,2016-08-01,15.8,25,267.0,13.6,Rainy
Maharashtra,2011-03-01,10.6,66,288.5,4.7,Foggy
Meghalaya,2006-12-01,11.9,23,233.2,10.1,Sunny
Andhra Pradesh,2003-08-01,27.3,97,269.7,9.5,Foggy
Karnataka,2005-04-01,24.7,82,117.3,14.9,Rainy
Bihar,2022-05-01,34.2,79,6.1,9.5,Stormy
Sikkim,1994-01-01,26.7,77,135.7,5.8,Sunny
Uttar Pradesh,2011-04-01,13.4,36,175.1,12.3,Rainy
Manipur,2004-08-01,27.8,71,136.4,4.1,Cloudy
Mizoram,1991-07-01,19.4,78,88.6,14.5,Sunny
Kerala,2004-05-01,14.4,23,70.6,8.6,Rainy
Nagaland,2015-07-01,28.4,73,11.6,5.1,Stormy
Telangana,2015-04-01,12.3,36,67.2,0.4,Rainy
Punjab,1985-08-01,28.7,76,130.2,4.8,Sunny
Andhra Pradesh,1985-11-01,22.9,48,250.8,14.3,Rainy
Manipur,1987-11-01,36.9,82,231.0,12.1,Rainy
Tripura,2004-05-01,26.9,33,102.2,8.4,Sunny
Punjab,2013-05-01,17.3,54,48.7,9.8,Sunny
Meghalaya,1997-09-01,34.9,33,183.1,2.2,Foggy
Telangana,2023-09-01,28.9,55,44.4,7.8,Rainy
Arunachal Pradesh,2005-10-01,17.3,47,83.5,0.3,Stormy
Karnataka,1996-02-01,36.4,36,203.3,7.7,Cloudy
Meghalaya,2016-03-01,28.6,76,43.6,0.7,Rainy
Meghalaya,2023-08-01,35.5,95,264.1,8.1,Cloudy
Bihar,1995-06-01,22.1,86,135.4,3.5,Cloudy
Meghalaya,1998-03-01,34.5,49,195.0,3.6,Stormy
Gujarat,2022-06-01,19.3,46,82.2,13.7,Sunny
Karnataka,1992-04-01,37.6,49,31.1,9.6,Cloudy
Andhra Pradesh,1990-03-01,27.6,22,240.0,1.0,Stormy
Meghalaya,2005-04-01,39.6,34,82.3,7.4,Rainy
Gujarat,1990-07-01,37.4,57,36.1,9.4,Foggy
Uttarakhand,2003-03-01,10.4,62,261.1,3.4,Stormy
Uttarakhand,2012-07-01,32.7,85,97.9,11.4,Sunny
Tripura,2016-01-01,21.5,64,102.7,11.8,Foggy
Tripura,2007-09-01,27.0,34,241.4,11.0,Rainy
Andhra Pradesh,1987-11-01,26.4,57,79.5,3.8,Cloudy
Telangana,2008-01-01,13.2,93,196.1,10.8,Cloudy
Arunachal Pradesh,1986-10-01,30.6,97,104.6,2.1,Foggy
Madhya Pradesh,2009-03-01,25.2,54,30.8,3.9,Cloudy
Haryana,2005-08-01,37.4,54,65.7,1.0,Cloudy
Chhattisgarh,2012-02-01,25.8,50,135.1,2.6,Rainy
Himachal Pradesh,2003-09-01,12.3,41,10.2,10.1,Cloudy
Arunachal Pradesh,2014-02-01,21.8,75,164.2,14.5,Foggy
Telangana,2021-09-01,35.1,94,135.1,8.6,Rainy
Telangana,2024-01-01,14.2,90,9.9,12.8,Stormy
Mizoram,1993-10-01,38.8,65,56.6,14.3,Sunny
Kerala,2006-06-01,12.4,82,103.8,7.0,Foggy
Assam,2010-10-01,31.9,83,295.3,11.5,Rainy
Uttar Pradesh,1985-07-01,12.1,57,219.8,8.7,Sunny
Tamil Nadu,1997-12-01,38.3,20,129.8,13.3,Rainy
Gujarat,1998-03-01,16.6,37,2.6,11.4,Cloudy
Jharkhand,2011-02-01,35.6,74,249.2,0.9,Stormy
Maharashtra,2020-02-01,32.7,50,168.6,10.6,Cloudy
West Bengal,2020-04-01,31.8,60,33.9,2.2,Foggy
Meghalaya,2021-05-01,29.8,87,265.4,13.4,Cloudy
Madhya Pradesh,2021-04-01,25.9,20,257.6,6.7,Rainy
Sikkim,2004-11-01,36.7,62,49.9,7.2,Rainy
Goa,2002-07-01,26.1,63,117.9,10.6,Cloudy
Uttarakhand,2005-11-01,34.4,91,64.2,4.7,Foggy
Telangana,1987-05-01,38.9,58,79.6,2.9,Sunny
Odisha,2004-03-01,27.1,27,182.3,11.0,Sunny
Assam,2011-07-01,25.5,85,222.6,11.5,Foggy
Madhya Pradesh,2005-03-01,36.6,66,68.0,1.2,Stormy
Andhra Pradesh,1993-06-01,31.6,36,291.6,14.2,Sunny
Nagaland,1994-07-01,13.1,41,234.3,12.5,Foggy
Manipur,2020-05-01,32.4,84,105.9,6.6,Rainy
Assam,2016-09-01,33.5,73,201.8,9.9,Stormy
Chhattisgarh,2016-06-01,14.9,74,262.8,13.6,Sunny
Tripura,2000-11-01,28.0,95,110.2,8.1,Foggy
Telangana,2009-11-01,38.0,22,61.7,8.8,Sunny
Odisha,2010-06-01,32.7,66,149.9,5.5,Stormy
Maharashtra,2012-06-01,23.2,68,100.8,6.0,Cloudy
Tamil Nadu,2008-04-01,39.1,77,26.2,8.2,Sunny
Goa,1990-05-01,27.9,23,117.3,2.3,Sunny
Tamil Nadu,2015-01-01,37.9,41,115.0,7.6,Rainy
Andhra Pradesh,1989-12-01,22.3,74,246.8,12.6,Rainy
Nagaland,2021-05-01,28.6,73,283.9,8.6,Sunny
Odisha,2006-02-01,13.3,95,248.1,14.3,Cloudy
Arunachal Pradesh,2009-12-01,34.1,45,243.0,9.6,Sunny
Uttar Pradesh,1986-07-01,21.1,23,77.7,0.2,Rainy
Andhra Pradesh,2000-03-01,29.5,74,192.5,1.7,Sunny
Punjab,2020-02-01,21.9,24,18.2,5.4,Stormy
Tripura,2022-07-01,25.1,50,119.7,14.4,Foggy
Rajasthan,2018-10-01,19.7,64,62.4,2.3,Foggy
Himachal Pradesh,1999-04-01,35.2,43,265.0,13.4,Stormy
Telangana,2023-12-01,20.9,97,6.5,2.9,Sunny
Goa,1990-11-01,13.6,71,155.3,4.7,Stormy
Meghalaya,2014-11-01,22.5,93,21.8,1.3,Rainy
Meghalaya,1985-11-01,35.3,92,63.8,6.1,Rainy
Kerala,2016-09-01,22.7,91,97.8,8.9,Sunny
Rajasthan,2003-05-01,31.8,86,99.0,0.5,Cloudy
Uttarakhand,2023-05-01,26.6,92,225.3,11.8,Sunny
Kerala,1999-01-01,11.9,100,146.1,3.9,Sunny
West Bengal,1994-10-01,28.6,72,137.8,9.8,Stormy
Goa,2019-01-01,30.3,33,195.9,14.3,Sunny
Assam,2020-09-01,35.7,22,24.8,11.1,Rainy
Uttar Pradesh,2002-12-01,22.7,44,115.6,8.1,Sunny
Madhya Pradesh,1993-11-01,17.3,77,33.9,0.6,Stormy
Madhya Pradesh,1999-12-01,14.7,71,255.9,10.1,Rainy
Madhya Pradesh,1995-04-01,33.6,59,165.4,0.6,Cloudy
Maharashtra,1995-03-01,13.1,56,59.0,14.2,Foggy
Bihar,1999-01-01,27.5,77,148.5,6.2,Stormy
Nagaland,2016-02-01,13.5,99,249.1,10.6,Rainy
Chhattisgarh,2003-01-01,32.2,51,253.5,5.0,Foggy
Bihar,2004-03-01,25.6,51,216.7,11.1,Sunny
Kerala,2000-01-01,22.7,92,33.1,11.9,Cloudy
Haryana,1996-05-01,17.3,90,299.0,8.6,Rainy
Meghalaya,2006-03-01,19.1,63,235.3,3.3,Sunny
Punjab,2015-05-01,26.9,31,289.7,2.6,Cloudy
Kerala,2010-02-01,30.1,20,194.8,10.6,Rainy
Chhattisgarh,2020-06-01,11.2,37,7.9,2.7,Sunny
Assam,1988-08-01,19.6,91,280.8,11.6,Cloudy
Uttar Pradesh,1986-02-01,18.8,49,27.3,3.4,Rainy
Tripura,2021-03-01,29.6,70,191.1,11.7,Cloudy
Sikkim,1996-09-01,23.5,55,81.1,5.9,Cloudy
Manipur,2015-10-01,15.5,94,54.0,8.7,Cloudy
West Bengal,2011-08-01,31.6,23,35.1,2.1,Foggy
Tamil Nadu,2008-02-01,29.9,99,98.1,5.7,Rainy
Maharashtra,1997-04-01,22.2,30,196.5,10.2,Cloudy
Manipur,2011-02-01,24.8,86,121.5,4.3,Rainy
West Bengal,2024-03-01,23.4,48,98.0,7.4,Stormy
Rajasthan,1998-08-01,37.7,25,119.7,4.0,Stormy
Telangana,2005-05-01,26.9,42,153.2,12.7,Sunny
Rajasthan,1992-02-01,14.2,28,121.4,12.1,Cloudy
Gujarat,2016-11-01,13.0,44,2.3,4.5,Stormy
Haryana,2006-08-01,10.8,83,54.2,11.1,Rainy
Nagaland,2021-02-01,28.9,47,221.6,4.9,Sunny
Andhra Pradesh,2015-07-01,16.9,23,25.9,4.8,Stormy
Assam,2013-03-01,24.2,48,110.3,13.9,Stormy
Uttar Pradesh,2006-07-01,10.1,89,255.1,14.7,Rainy
Andhra Pradesh,2010-02-01,24.4,24,220.5,0.8,Rainy
Andhra Pradesh,2023-02-01,35.7,57,257.7,2.1,Foggy
West Bengal,2005-11-01,25.1,47,132.3,13.9,Foggy
Kerala,2002-12-01,14.9,21,137.5,6.4,Rainy
Maharashtra,2008-08-01,21.9,24,138.8,5.1,Foggy
Mizoram,2021-10-01,22.5,60,80.0,2.1,Foggy
Nagaland,2015-05-01,39.6,79,45.2,6.2,Stormy
Madhya Pradesh,1988-11-01,14.4,33,285.0,3.2,Sunny
Andhra Pradesh,2021-04-01,31.9,46,273.7,4.7,Sunny
Mizoram,1999-01-01,36.1,34,181.6,2.0,Cloudy
Jharkhand,2003-06-01,12.8,41,121.5,0.5,Cloudy
Arunachal Pradesh,1988-06-01,34.8,38,246.2,11.7,Foggy
Rajasthan,1995-04-01,35.9,93,14.9,2.1,Rainy
Odisha,2003-03-01,37.3,52,256.2,8.5,Stormy
Karnataka,2005-03-01,28.8,62,104.7,3.3,Rainy
Tripura,2018-10-01,37.7,29,229.1,13.8,Stormy
Himachal Pradesh,2022-06-01,29.5,68,12.4,14.8,Rainy
Karnataka,1985-03-01,19.6,98,13.9,0.8,Foggy
Chhattisgarh,2021-02-01,27.2,57,198.2,9.5,Rainy
Odisha,2020-06-01,34.5,85,163.8,12.5,Foggy
Nagaland,2018-10-01,18.9,83,38.6,7.0,Stormy
Mizoram,1987-11-01,35.5,55,52.3,2.6,Rainy
Assam,2017-10-01,35.2,98,161.8,13.1,Cloudy
West Bengal,1998-08-01,14.6,89,263.6,6.4,Sunny
Assam,2003-05-01,25.0,88,203.0,10.5,Sunny
Meghalaya,2021-03-01,29.0,83,73.3,14.4,Rainy
Uttarakhand,2021-05-01,25.1,87,90.0,12.8,Rainy
Himachal Pradesh,1999-12-01,35.2,25,256.7,6.9,Foggy
Meghalaya,1996-08-01,28.3,64,66.1,4.0,Rainy
Karnataka,2010-06-01,14.8,71,227.6,3.4,Rainy
Meghalaya,2008-11-01,29.5,32,109.9,8.5,Cloudy
Goa,1985-02-01,25.0,84,215.9,11.4,Sunny
Andhra Pradesh,1987-06-01,17.6,70,181.8,1.6,Stormy
Karnataka,2022-12-01,35.0,81,239.6,4.3,Stormy
Odisha,2016-04-01,23.5,29,138.1,3.3,Stormy
Mizoram,1989-12-01,38.1,55,139.4,0.6,Sunny
Manipur,2004-02-01,17.4,36,82.3,12.7,Sunny
West Bengal,2016-04-01,39.0,31,196.3,11.0,Cloudy
Jharkhand,1994-10-01,28.7,68,94.6,9.5,Rainy
Meghalaya,1986-02-01,39.4,96,268.7,14.4,Rainy
Arunachal Pradesh,1996-02-01,15.4,40,212.0,2.4,Foggy
Odisha,1998-10-01,16.5,50,75.0,2.1,Sunny
Maharashtra,1992-02-01,22.2,34,221.9,2.5,Stormy
Chhattisgarh,1992-05-01,24.6,33,44.9,11.1,Cloudy
